Article1,0,118
Article2,1,2853
Article3,0,70
Article4,0,1603
Article5,0,845
Article6,1,2998
Article7,0,1010
Article8,1,1043
Article9,0,1463
Article10,0,1639
Article11,0,401
Article12,0,823
Article13,1,588
Article14,0,1414
Article15,0,2685
Article16,0,483
Article17,0,1162
Article18,0,582
Article19,0,280
Article20,0,2252
Article21,0,1773
Article22,0,1292
Article23,0,2964
Article24,0,1124
Article25,0,170
Article26,0,1634
Article27,0,661
Article28,1,181
Article29,0,1833
Article30,0,2918
Article31,0,258
Article32,0,882
Article33,0,1321
Article34,0,908
Article35,0,1346
Article36,0,932
Article37,1,2896
Article38,0,2756
Article39,0,655
Article40,0,1423
Article41,0,2867
Article42,0,429
Article43,1,602
Article44,0,2948
Article45,0,250
Article46,0,1195
Article47,0,2556
Article48,0,2675
Article49,0,2138
Article50,0,103
Article51,0,1798
Article52,0,1236
Article53,0,1057
Article54,0,128
Article55,0,2534
Article56,0,1833
Article57,0,792
Article58,0,745
Article59,0,996
Article60,0,2012
Article61,0,2528
Article62,1,926
Article63,0,1416
Article64,1,1843
Article65,0,1678
Article66,0,1538
Article67,0,2174
Article68,0,2645
Article69,0,1808
Article70,0,2028
Article71,0,1304
Article72,0,955
Article73,0,1963
Article74,0,708
Article75,0,2727
Article76,0,779
Article77,0,1534
Article78,0,1846
Article79,0,1807
Article80,0,2259
Article81,1,734
Article82,0,1786
Article83,0,2936
Article84,0,2407
Article85,0,2356
Article86,0,1371
Article87,0,1404
Article88,0,2449
Article89,0,97
Article90,0,1095
Article91,0,514
Article92,0,514
Article93,0,2408
Article94,0,1745
Article95,0,1765
Article96,0,343
Article97,0,279
Article98,0,426
Article99,0,2369
Article100,1,2698
Article101,0,1621
Article102,0,1303
Article103,0,248
Article104,0,1020
Article105,0,620
Article106,0,2872
Article107,0,2006
Article108,0,2204
Article109,0,2987
Article110,1,2053
Article111,1,826
Article112,0,44
Article113,0,933
Article114,0,135
Article115,0,147
Article116,1,1005
Article117,0,2353
Article118,0,336
Article119,1,2177
Article120,0,1971
Article121,0,1451
Article122,0,1030
Article123,0,1440
Article124,0,1367
Article125,1,442
Article126,0,986
Article127,1,1955
Article128,1,502
Article129,0,20
Article130,0,661
Article131,0,1205
Article132,0,131
Article133,0,2708
Article134,0,870
Article135,0,1267
Article136,0,1049
Article137,0,908
Article138,0,620
Article139,0,896
Article140,0,18
Article141,0,2282
Article142,0,1434
Article143,0,2848
Article144,0,1691
Article145,0,442
Article146,0,1625
Article147,0,2296
Article148,0,130
Article149,0,1746
Article150,0,1247
Article151,0,136
Article152,0,342
Article153,0,2026
Article154,0,1072
Article155,0,119
Article156,0,2113
Article157,0,2733
Article158,0,1409
Article159,0,1220
Article160,1,2873
Article161,0,55
Article162,0,1191
Article163,0,2159
Article164,0,833
Article165,0,365
Article166,0,952
Article167,0,2710
Article168,0,319
Article169,0,1856
Article170,0,1449
Article171,0,835
Article172,0,1841
Article173,1,1660
Article174,0,2109
Article175,0,1134
Article176,0,305
Article177,0,206
Article178,0,376
Article179,0,2932
Article180,0,2007
Article181,0,552
Article182,0,1794
Article183,0,1282
Article184,0,2722
Article185,0,2149
Article186,0,1795
Article187,0,1075
Article188,1,2611
Article189,0,2394
Article190,0,2178
Article191,0,485
Article192,0,1437
Article193,0,169
Article194,0,528
Article195,0,1415
Article196,0,940
Article197,0,2525
Article198,0,977
Article199,0,135
Article200,0,1650
Article201,0,1809
Article202,0,1899
Article203,1,1759
Article204,0,1132
Article205,1,2715
Article206,0,2675
Article207,0,2515
Article208,0,246
Article209,0,2870
Article210,0,226
Article211,0,2343
Article212,0,1918
Article213,0,2678
Article214,0,245
Article215,0,805
Article216,0,2927
Article217,1,7
Article218,0,2460
Article219,0,12
Article220,0,1198
Article221,0,1142
Article222,0,1447
Article223,0,1061
Article224,0,2966
Article225,0,376
Article226,0,1367
Article227,1,2026
Article228,0,1656
Article229,0,998
Article230,0,1211
Article231,0,1401
Article232,0,2127
Article233,0,1306
Article234,0,864
Article235,0,1361
Article236,0,2394
Article237,1,237
Article238,0,259
Article239,0,2401
Article240,0,606
Article241,0,1354
Article242,0,1570
Article243,0,2802
Article244,0,2196
Article245,0,259
Article246,0,2130
Article247,0,751
Article248,0,2208
Article249,1,2544
Article250,0,2742
Article251,0,2961
Article252,0,301
Article253,0,575
Article254,0,1847
Article255,1,2730
Article256,0,1232
Article257,0,474
Article258,0,1228
Article259,0,2291
Article260,0,1685
Article261,0,2093
Article262,0,1102
Article263,0,1843
Article264,0,2582
Article265,0,307
Article266,0,1611
Article267,0,2461
Article268,0,2900
Article269,0,2036
Article270,1,1347
Article271,0,1078
Article272,0,1629
Article273,0,2574
Article274,0,2029
Article275,0,2326
Article276,0,1807
Article277,1,2566
Article278,0,884
Article279,0,593
Article280,0,1574
Article281,0,207
Article282,0,2773
Article283,0,843
Article284,0,819
Article285,0,1719
Article286,0,1624
Article287,0,1228
Article288,1,1298
Article289,0,2595
Article290,0,2894
Article291,0,1759
Article292,0,63
Article293,0,1292
Article294,0,28
Article295,0,216
Article296,0,313
Article297,0,432
Article298,0,1293
Article299,0,1896
Article300,0,1779
Article301,0,1953
Article302,0,2321
Article303,0,881
Article304,0,816
Article305,0,84
Article306,0,2462
Article307,0,2123
Article308,0,655
Article309,0,2223
Article310,0,1853
Article311,0,1478
Article312,0,1191
Article313,0,1670
Article314,0,40
Article315,0,1105
Article316,0,160
Article317,0,1752
Article318,0,1819
Article319,0,1253
Article320,0,352
Article321,0,517
Article322,0,855
Article323,0,649
Article324,0,332
Article325,0,2424
Article326,0,903
Article327,0,869
Article328,0,1216
Article329,0,2049
Article330,0,246
Article331,0,322
Article332,0,655
Article333,1,1629
Article334,0,1130
Article335,0,2815
Article336,1,2881
Article337,0,2699
Article338,0,2420
Article339,0,1424
Article340,0,164
Article341,0,1066
Article342,0,204
Article343,0,1765
Article344,0,1344
Article345,0,555
Article346,0,420
Article347,0,789
Article348,1,2486
Article349,0,1047
Article350,0,956
Article351,0,367
Article352,0,470
Article353,0,169
Article354,0,794
Article355,0,1505
Article356,1,695
Article357,0,476
Article358,0,463
Article359,0,959
Article360,0,2092
Article361,0,1659
Article362,0,141
Article363,0,604
Article364,0,659
Article365,0,2662
Article366,0,998
Article367,0,2372
Article368,0,776
Article369,0,2610
Article370,0,1603
Article371,0,590
Article372,1,2589
Article373,0,1263
Article374,0,728
Article375,0,2084
Article376,0,779
Article377,0,368
Article378,0,1475
Article379,0,2081
Article380,0,2235
Article381,0,2159
Article382,0,2180
Article383,0,2467
Article384,1,2543
Article385,0,846
Article386,0,2785
Article387,0,1101
Article388,0,496
Article389,0,136
Article390,0,569
Article391,0,1404
Article392,0,382
Article393,0,723
Article394,1,2290
Article395,0,1341
Article396,0,1568
Article397,0,336
Article398,0,172
Article399,0,103
Article400,0,2642
Article401,0,2100
Article402,0,2208
Article403,0,1104
Article404,1,2926
Article405,0,1698
Article406,0,291
Article407,0,2140
Article408,0,2344
Article409,0,441
Article410,0,48
Article411,0,2264
Article412,0,504
Article413,0,901
Article414,0,2405
Article415,0,618
Article416,1,2415
Article417,0,1688
Article418,0,2909
Article419,0,1608
Article420,1,1073
Article421,0,774
Article422,0,1053
Article423,0,2506
Article424,0,662
Article425,0,2492
Article426,0,1979
Article427,0,467
Article428,1,377
Article429,0,2814
Article430,0,1175
Article431,0,2067
Article432,0,940
Article433,0,2536
Article434,0,1125
Article435,0,363
Article436,0,194
Article437,0,2235
Article438,0,2145
Article439,0,1627
Article440,0,2518
Article441,1,2499
Article442,1,746
Article443,0,243
Article444,0,129
Article445,0,2744
Article446,0,358
Article447,0,1175
Article448,0,1906
Article449,1,1174
Article450,0,2577
Article451,0,723
Article452,0,1273
Article453,1,1621
Article454,0,1764
Article455,0,1757
Article456,0,2713
Article457,0,267
Article458,0,1315
Article459,0,97
Article460,0,1563
Article461,0,2811
Article462,0,1023
Article463,0,2689
Article464,0,1491
Article465,0,1019
Article466,0,2522
Article467,0,2257
Article468,0,2335
Article469,0,2544
Article470,0,2278
Article471,0,2425
Article472,0,1913
Article473,0,2854
Article474,0,1986
Article475,0,2788
Article476,0,2165
Article477,0,2090
Article478,0,2790
Article479,0,533
Article480,0,1071
Article481,0,1016
Article482,1,1999
Article483,0,2727
Article484,0,2459
Article485,0,2823
Article486,0,2216
Article487,0,181
Article488,0,105
Article489,0,784
Article490,0,2540
Article491,1,407
Article492,0,697
Article493,0,2581
Article494,0,1775
Article495,0,813
Article496,0,2824
Article497,0,61
Article498,0,1983
Article499,1,2537
Article500,0,934
Article501,0,2579
Article502,0,1245
Article503,0,2974
Article504,0,1230
Article505,0,2671
Article506,0,701
Article507,0,2278
Article508,0,2413
Article509,0,2591
Article510,0,1316
Article511,0,2916
Article512,0,2141
Article513,0,1090
Article514,1,2267
Article515,0,426
Article516,0,2630
Article517,0,2505
Article518,0,1058
Article519,1,2674
Article520,1,2769
Article521,1,822
Article522,0,1538
Article523,0,2254
Article524,0,2952
Article525,0,851
Article526,1,2094
Article527,0,11
Article528,0,1212
Article529,0,2738
Article530,0,2915
Article531,0,2910
Article532,1,2739
Article533,0,1046
Article534,0,1867
Article535,0,2744
Article536,1,2106
Article537,0,2584
Article538,1,897
Article539,0,386
Article540,0,156
Article541,0,802
Article542,0,1094
Article543,0,180
Article544,0,550
Article545,0,669
Article546,0,844
Article547,0,524
Article548,0,1903
Article549,0,1887
Article550,0,2110
Article551,0,1888
Article552,0,1009
Article553,0,2321
Article554,0,886
Article555,0,929
Article556,0,1332
Article557,0,1233
Article558,0,1125
Article559,0,352
Article560,0,2106
Article561,0,187
Article562,0,1175
Article563,0,1942
Article564,0,2813
Article565,0,1722
Article566,0,1114
Article567,0,2982
Article568,0,2949
Article569,0,118
Article570,0,2559
Article571,0,714
Article572,1,2620
Article573,0,427
Article574,1,2775
Article575,0,501
Article576,0,590
Article577,0,2588
Article578,0,1603
Article579,0,1218
Article580,0,277
Article581,0,34
Article582,1,756
Article583,0,1273
Article584,0,2907
Article585,0,1691
Article586,0,2604
Article587,0,270
Article588,0,1864
Article589,0,300
Article590,0,1966
Article591,0,499
Article592,0,2647
Article593,0,2843
Article594,0,171
Article595,1,2137
Article596,0,187
Article597,0,110
Article598,0,1754
Article599,0,1931
Article600,0,1007
Article601,0,2544
Article602,1,70
Article603,0,2696
Article604,0,303
Article605,0,2639
Article606,0,503
Article607,1,2111
Article608,0,2772
Article609,0,2219
Article610,0,2490
Article611,0,121
Article612,0,2459
Article613,0,2774
Article614,1,476
Article615,0,244
Article616,0,2235
Article617,0,1472
Article618,0,1336
Article619,0,1442
Article620,0,1850
Article621,0,1847
Article622,0,1873
Article623,0,991
Article624,0,25
Article625,1,1674
Article626,0,2544
Article627,0,1677
Article628,0,2960
Article629,0,858
Article630,0,706
Article631,0,2812
Article632,0,539
Article633,0,1567
Article634,0,2137
Article635,0,293
Article636,0,2659
Article637,0,771
Article638,0,464
Article639,0,531
Article640,0,144
Article641,0,2162
Article642,0,1570
Article643,0,62
Article644,0,2690
Article645,0,296
Article646,0,1908
Article647,0,1997
Article648,0,9
Article649,0,2542
Article650,0,1156
Article651,0,2405
Article652,0,2197
Article653,0,608
Article654,0,1441
Article655,0,2785
Article656,0,84
Article657,0,1908
Article658,0,2200
Article659,0,1429
Article660,0,2346
Article661,0,1632
Article662,0,488
Article663,0,1182
Article664,0,1476
Article665,1,2284
Article666,0,2043
Article667,0,2842
Article668,1,886
Article669,0,2680
Article670,0,1934
Article671,0,1985
Article672,1,1742
Article673,0,2252
Article674,0,496
Article675,0,1785
Article676,0,1973
Article677,0,2061
Article678,0,1240
Article679,0,2943
Article680,0,991
Article681,0,159
Article682,0,8
Article683,0,15
Article684,0,1244
Article685,1,482
Article686,0,1768
Article687,0,2388
Article688,0,282
Article689,0,601
Article690,0,67
Article691,0,745
Article692,0,2707
Article693,0,2747
Article694,1,2890
Article695,0,2109
Article696,0,2413
Article697,0,1307
Article698,0,954
Article699,0,1306
Article700,0,1022
Article701,0,969
Article702,0,2480
Article703,0,2200
Article704,0,2685
Article705,0,1432
Article706,0,2379
Article707,0,1610
Article708,1,344
Article709,0,332
Article710,0,1855
Article711,0,1061
Article712,0,1337
Article713,0,704
Article714,0,802
Article715,0,2763
Article716,0,2107
Article717,0,2186
Article718,0,2442
Article719,0,370
Article720,0,2695
Article721,0,2671
Article722,0,223
Article723,0,1809
Article724,0,1619
Article725,0,947
Article726,1,864
Article727,0,210
Article728,0,1728
Article729,0,156
Article730,0,942
Article731,0,51
Article732,0,2367
Article733,0,1814
Article734,0,2136
Article735,1,2822
Article736,0,2339
Article737,0,51
Article738,0,2198
Article739,1,1967
Article740,0,42
Article741,0,1354
Article742,0,694
Article743,0,1757
Article744,0,88
Article745,0,2752
Article746,0,2770
Article747,0,2170
Article748,0,225
Article749,0,2927
Article750,0,1251
Article751,1,2704
Article752,0,2888
Article753,0,777
Article754,0,653
Article755,0,354
Article756,1,655
Article757,0,1520
Article758,1,2465
Article759,1,1404
Article760,0,1519
Article761,0,1568
Article762,0,2658
Article763,0,737
Article764,0,2606
Article765,1,263
Article766,0,1456
Article767,0,2391
Article768,0,1624
Article769,1,1217
Article770,0,2946
Article771,0,270
Article772,0,1933
Article773,0,7
Article774,0,1128
Article775,0,846
Article776,0,1349
Article777,0,725
Article778,0,2502
Article779,0,1122
Article780,0,874
Article781,0,1979
Article782,0,2407
Article783,0,2019
Article784,0,2678
Article785,1,1383
Article786,0,1381
Article787,0,934
Article788,0,2827
Article789,0,720
Article790,0,673
Article791,0,675
Article792,0,2397
Article793,0,1086
Article794,1,296
Article795,1,2593
Article796,0,402
Article797,0,95
Article798,1,1907
Article799,0,2747
Article800,0,920
Article801,0,2280
Article802,0,822
Article803,0,2680
Article804,0,2545
Article805,0,567
Article806,0,1477
Article807,0,322
Article808,1,636
Article809,1,2342
Article810,0,845
Article811,0,1989
Article812,0,2925
Article813,0,1994
Article814,0,2322
Article815,0,1998
Article816,0,1820
Article817,0,685
Article818,0,1985
Article819,0,1574
Article820,0,520
Article821,0,2688
Article822,0,1365
Article823,0,157
Article824,0,1334
Article825,0,959
Article826,1,1597
Article827,0,1381
Article828,0,454
Article829,0,1869
Article830,0,1483
Article831,0,1615
Article832,0,569
Article833,0,1789
Article834,0,1036
Article835,0,2744
Article836,0,2402
Article837,0,2602
Article838,0,1185
Article839,0,1956
Article840,0,2381
Article841,0,640
Article842,0,2583
Article843,0,1430
Article844,0,2672
Article845,0,1836
Article846,0,2975
Article847,0,1759
Article848,0,2030
Article849,0,1835
Article850,0,2225
Article851,0,1859
Article852,0,2146
Article853,0,295
Article854,1,883
Article855,0,1690
Article856,0,1765
Article857,0,1362
Article858,0,2729
Article859,0,2623
Article860,0,759
Article861,0,590
Article862,1,1567
Article863,0,1454
Article864,0,1601
Article865,0,2843
Article866,0,1340
Article867,0,2168
Article868,0,2695
Article869,0,1751
Article870,0,1807
Article871,1,2053
Article872,0,977
Article873,0,2573
Article874,0,1137
Article875,0,1741
Article876,0,1243
Article877,0,1525
Article878,0,2011
Article879,0,2788
Article880,0,2686
Article881,0,1234
Article882,0,1573
Article883,0,1545
Article884,0,2859
Article885,0,1180
Article886,0,839
Article887,0,1359
Article888,0,496
Article889,1,432
Article890,0,637
Article891,0,2086
Article892,0,501
Article893,0,1969
Article894,0,1989
Article895,0,411
Article896,0,768
Article897,0,1586
Article898,0,1691
Article899,0,801
Article900,0,1049
Article901,0,1685
Article902,0,49
Article903,1,1859
Article904,0,1720
Article905,0,772
Article906,0,1787
Article907,1,2512
Article908,0,477
Article909,0,680
Article910,0,2209
Article911,0,1641
Article912,0,1786
Article913,0,2210
Article914,1,2984
Article915,0,418
Article916,0,192
Article917,0,77
Article918,1,1363
Article919,0,2878
Article920,1,1383
Article921,0,1063
Article922,0,623
Article923,0,2106
Article924,0,874
Article925,0,662
Article926,0,1884
Article927,0,1628
Article928,0,2098
Article929,0,2993
Article930,0,2032
Article931,0,2822
Article932,0,1540
Article933,0,2499
Article934,0,596
Article935,1,1118
Article936,0,2178
Article937,0,1962
Article938,0,2085
Article939,0,2505
Article940,0,1296
Article941,0,189
Article942,0,1700
Article943,0,2603
Article944,0,510
Article945,0,611
Article946,0,606
Article947,0,2199
Article948,0,87
Article949,0,701
Article950,0,1179
Article951,0,2200
Article952,0,645
Article953,0,1393
Article954,0,410
Article955,0,1941
Article956,0,2241
Article957,0,2879
Article958,0,885
Article959,0,1009
Article960,0,2599
Article961,0,2920
Article962,0,2507
Article963,0,61
Article964,0,2994
Article965,0,1409
Article966,0,2788
Article967,0,110
Article968,0,1772
Article969,0,641
Article970,0,2013
Article971,1,461
Article972,0,475
Article973,0,2803
Article974,1,1861
Article975,0,1029
Article976,0,2928
Article977,0,1954
Article978,0,2243
Article979,0,2935
Article980,1,2824
Article981,1,2303
Article982,0,2979
Article983,0,453
Article984,1,394
Article985,0,2349
Article986,0,1098
Article987,0,1398
Article988,0,708
Article989,0,2329
Article990,0,1390
Article991,0,2271
Article992,0,2776
Article993,0,676
Article994,0,773
Article995,0,2187
Article996,0,1004
Article997,0,2218
Article998,0,2326
Article999,0,912
Article1000,0,109
Article1001,0,1558
Article1002,0,1371
Article1003,0,1608
Article1004,0,878
Article1005,0,1509
Article1006,0,2542
Article1007,0,1028
Article1008,0,1908
Article1009,0,2456
Article1010,0,1066
Article1011,0,2147
Article1012,1,58
Article1013,0,2095
Article1014,0,351
Article1015,0,1754
Article1016,0,588
Article1017,0,1871
Article1018,0,2202
Article1019,0,2024
Article1020,0,1725
Article1021,0,1106
Article1022,0,371
Article1023,0,2783
Article1024,0,606
Article1025,0,1649
Article1026,1,1953
Article1027,0,39
Article1028,1,2489
Article1029,0,1684
Article1030,0,1150
Article1031,0,1874
Article1032,1,1222
Article1033,0,1234
Article1034,0,2855
Article1035,0,2851
Article1036,0,1222
Article1037,0,2798
Article1038,0,2213
Article1039,0,2461
Article1040,0,885
Article1041,1,2676
Article1042,0,2073
Article1043,0,1769
Article1044,0,1656
Article1045,0,89
Article1046,0,1445
Article1047,0,553
Article1048,0,2514
Article1049,0,291
Article1050,0,2594
Article1051,0,84
Article1052,1,975
Article1053,0,480
Article1054,0,1791
Article1055,0,2812
Article1056,0,486
Article1057,0,900
Article1058,0,2557
Article1059,0,1330
Article1060,1,169
Article1061,0,1136
Article1062,0,2831
Article1063,0,1919
Article1064,0,858
Article1065,0,2516
Article1066,0,889
Article1067,0,2498
Article1068,0,2827
Article1069,0,663
Article1070,0,1138
Article1071,0,2943
Article1072,0,2943
Article1073,0,2472
Article1074,0,1652
Article1075,1,2330
Article1076,0,162
Article1077,0,401
Article1078,0,2324
Article1079,0,2328
Article1080,0,954
Article1081,0,1059
Article1082,0,1953
Article1083,1,2060
Article1084,0,2001
Article1085,0,1951
Article1086,0,2488
Article1087,0,1113
Article1088,0,2180
Article1089,1,2385
Article1090,0,2512
Article1091,1,1645
Article1092,0,2011
Article1093,0,1959
Article1094,0,936
Article1095,0,307
Article1096,0,2585
Article1097,0,2090
Article1098,1,163
Article1099,0,1659
Article1100,0,2916
Article1101,0,1727
Article1102,0,2050
Article1103,0,251
Article1104,0,231
Article1105,0,2162
Article1106,0,1562
Article1107,0,483
Article1108,0,185
Article1109,0,957
Article1110,0,619
Article1111,0,2669
Article1112,0,494
Article1113,0,822
Article1114,0,1372
Article1115,0,2523
Article1116,0,716
Article1117,0,1349
Article1118,0,756
Article1119,0,2815
Article1120,0,1763
Article1121,0,2895
Article1122,1,1831
Article1123,0,2064
Article1124,0,1012
Article1125,0,1201
Article1126,0,220
Article1127,0,1057
Article1128,0,2337
Article1129,0,2587
Article1130,0,2104
Article1131,0,1334
Article1132,0,1528
Article1133,0,1062
Article1134,0,1154
Article1135,0,2246
Article1136,0,1436
Article1137,0,1766
Article1138,0,2690
Article1139,0,2595
Article1140,0,2998
Article1141,0,2867
Article1142,0,1699
Article1143,0,2638
Article1144,0,420
Article1145,0,2645
Article1146,0,1659
Article1147,0,1082
Article1148,0,986
Article1149,0,2066
Article1150,1,2165
Article1151,0,1208
Article1152,1,2299
Article1153,0,2016
Article1154,0,1978
Article1155,0,1149
Article1156,0,2002
Article1157,0,398
Article1158,0,867
Article1159,0,247
Article1160,0,894
Article1161,0,1738
Article1162,0,2401
Article1163,0,2487
Article1164,0,1423
Article1165,0,295
Article1166,0,2319
Article1167,0,385
Article1168,0,2053
Article1169,0,100
Article1170,0,2148
Article1171,0,1418
Article1172,0,1323
Article1173,0,1574
Article1174,0,2687
Article1175,0,496
Article1176,0,2875
Article1177,0,929
Article1178,0,1983
Article1179,0,2490
Article1180,0,2922
Article1181,0,1885
Article1182,0,2559
Article1183,0,1581
Article1184,0,960
Article1185,0,1030
Article1186,1,605
Article1187,0,993
Article1188,0,2885
Article1189,0,1210
Article1190,0,723
Article1191,0,2025
Article1192,0,626
Article1193,0,501
Article1194,0,710
Article1195,0,1148
Article1196,0,616
Article1197,0,1476
Article1198,0,386
Article1199,0,598
Article1200,0,435
Article1201,0,2314
Article1202,0,1041
Article1203,0,814
Article1204,1,687
Article1205,0,1945
Article1206,0,2184
Article1207,0,2969
Article1208,0,641
Article1209,0,2199
Article1210,0,1126
Article1211,0,2694
Article1212,0,936
Article1213,1,635
Article1214,0,1838
Article1215,0,1591
Article1216,0,332
Article1217,0,2703
Article1218,0,2551
Article1219,0,2945
Article1220,0,2617
Article1221,0,137
Article1222,0,1062
Article1223,0,2482
Article1224,0,2555
Article1225,0,912
Article1226,0,2496
Article1227,0,570
Article1228,0,2179
Article1229,0,2637
Article1230,0,1892
Article1231,0,1130
Article1232,0,2886
Article1233,0,636
Article1234,0,1919
Article1235,0,661
Article1236,0,1770
Article1237,0,891
Article1238,0,1839
Article1239,0,2268
Article1240,0,1589
Article1241,0,2543
Article1242,0,456
Article1243,0,2197
Article1244,0,2299
Article1245,0,1034
Article1246,0,1401
Article1247,0,1304
Article1248,0,1687
Article1249,0,840
Article1250,0,182
Article1251,0,1297
Article1252,0,899
Article1253,0,754
Article1254,1,1662
Article1255,0,537
Article1256,0,1646
Article1257,0,687
Article1258,0,822
Article1259,0,2442
Article1260,0,2793
Article1261,0,711
Article1262,0,2064
Article1263,0,68
Article1264,0,1838
Article1265,0,2121
Article1266,0,2017
Article1267,0,1045
Article1268,0,1669
Article1269,0,2775
Article1270,0,1910
Article1271,0,1690
Article1272,0,2857
Article1273,0,2094
Article1274,0,2982
Article1275,0,2586
Article1276,0,364
Article1277,0,2551
Article1278,0,1687
Article1279,0,1740
Article1280,0,1787
Article1281,0,2039
Article1282,0,1765
Article1283,0,1451
Article1284,0,1514
Article1285,0,1116
Article1286,0,2715
Article1287,1,2310
Article1288,0,2291
Article1289,1,1108
Article1290,0,312
Article1291,0,1269
Article1292,0,337
Article1293,0,45
Article1294,0,1219
